2170.5	86.5	23014.59	48457.98546	33802.7684	1.4	4723.86	5737.7	10338	663135	2456.577	9317.9	7495.9934	34538854.57	4605	279.4316	258.5152158	923.36	9771	111555
1546.95	82.64	16538.19	31291.36056	24162.4592	3.5	2667.11	3232.35	5257.3	296954	1120.177348	9827.9	11831.9889	5034368.646	3298.11	252.3024	60.04673744	261	5223	63693
7424.92	51.33	29806.11	18118.0851	13030.68858	3.6	2649.18	5632.19	12990.7	487926	380.341801	17880.3	29448.2706	395437.7002	501.91	1213.2112	131.4747454	866.46	78594	342096
3664.12	55.03	12766.49	17853.67454	11729.05365	3.5	1642.35	3422.97	6033.7	243379	227.633349	8708.1	14074.1545	512007.1358	297.1	380.0454	43.13075761	472.8	41002	183209
2511.04	60.3	17831.51	22310.08591	17178.53425	3.7	1964.48	4252.96	6107.7	155636	173.0106	11861.6	13702.2217	153871.5165	962.49	371.1438	23.23071001	377.07	23886	133889
4382.4	67.35	28669.02	24575.57992	17199.80377	3.4	2127.39	4481.61	12787.2	453377	1263.520437	8925.8	17917.8936	2674926.939	1636.5	923.7644	75.06851043	729.4	35236	266986
2753.32	55.31	14063.13	18683.7	13763.91199	3.5	1229.35	3217.1	6651.9	123843	166.923941	9396.7	12705.2873	264697.1011	724.14	430.3086	36.1272708	351.13	20612	144500
3811.7	58.8	15083.67	18592.65476	13402.53895	4.5	1165.88	4020.66	7640.2	149370	126.852251	8604.1	10182.945	1272637.271	395.33	487.5416	52.15291507	459.29	20752	212590
2415.27	87.6	25123.45	49867.16628	34783.55401	4	5519.5	6191.56	10131.5	417855	4497.3251	10565	6352.6996	6637837.974	5860.44	215.2147	385.7513763	778.76	5016	122813
7976.3	66.52	70116.38	29538.8529	20555.56369	3	8028.59	9687.58	25876.8	1388252	4229.012641	32367.1	46246.8689	5729178.227	3527.29	1453.6881	516.0171669	1800.47	31925	413612
5539	65.8	42886.49	35537.09033	24116.88215	2.9	4809.94	6645.98	19784.7	1189601	1713.9934	20637.6	27323.3247	980965.5402	6788.47	1092.529	811.0114405	1613.54	31137	272509
6143.6	50.5	22005.63	18362.57162	12840.10652	3.1	2454.3	5239.01	8908	454812	309.164687	11751.6	24385.9684	1904669.26	2262.87	1218.2161	116.1881323	707.27	24853	267405
3839	62.6	25979.82	25404.36107	18850.19496	3.7	2544.24	4001.58	10505.9	556220	1109.011045	15877.6	21301.377	521448.4632	5561.4	575.4797	217.2290327	860.61	27921	173007
4565.63	51.62	16723.78	18437.11023	12403.3705	3.4	2165.74	4412.55	5925.5	277496	480.952096	8547.4	17388.1278	648483.8	567	953.81	69.70474973	550.37	38557	197837
9847.16	57.01	63002.33	22703.19233	14578.3579	3.4	5529.33	8250.01	27761.4	1048450	1272.457714	33881.1	48312.437	3075545.092	2896.48	1147.3167	205.5271148	1269.06	77259	519369
9480	46.85	37002.16	17124.75286	11835.12883	3	3016.05	6799.35	15740.4	535639	348.16396	28803.9	35660.3464	450442.3691	623.6	1630.5909	163.7755951	1164.37	71394	489621
5851.5	56.85	29550.19	20025.55924	14316.4991	2.6	3005.53	6132.84	14003.2	522899	481.656445	18030.1	26563.8963	7893406.601	1671.9	1218.6759	137.4111124	828.34	36179	343147
6783.03	50.89	28902.21	19317.48642	14267.34464	4.1	2515.43	5728.72	12024	321582	281.051952	15981.1	25045.0778	1050577.584	857.72	1527.5228	104.1508854	802.51	62646	396950
10849	68.71	72812.55	27858.85698	20975.69841	2.5	9366.78	12827.8	31517.6	1204941	3906.139747	33890.9	30343.0337	6625774.633	17884.66	1796.5176	1228.748129	3150.03	48320	435666
4796	47.06	16803.12	16873.42218	11401.00499	2.9	1515.16	4065.51	6348.1	290980	214.652116	11607.7	16227.7817	73131.68673	1916.86	731.752	43.64372276	607.89	34439	214485
910.82	55.12	3702.76	18978.96896	13575.02146	2.3	627.7	1239.43	1325.1	55689	180.153417	1820.9	3451.2215	21860.72564	248.52	112.9278	12.61147007	171.31	5046	38698
3016.55	60.94	15717.27	20110.10566	15139.54219	3.6	2154.83	3792	6424	392712	493.5976	8795.4	14353.2447	572366.3063	1468.57	533.554	61.01190527	493.55	19806	176549
8204	47.69	30053.1	17220.95517	13632.09634	4.1	3355.44	7497.51	13877.7	288685	509.6561	15409.1	25525.9	2823201.624	1180.87	987.7606	138.5701927	1159.02	80109	488755
3529.5	42.01	10502.56	13696.61221	10413.75314	3.3	1503.38	3939.5	3283	199132	101.803414	7438.8	10945.5434	259626.0074	231.33	658.2338	33.77250797	481.39	28712	196422
4741.8	43.33	13619.17	15222.57158	11005.40813	4	1808.15	4712.83	5103.2	283491	176.769976	13147.1	13500.6165	518364.3371	2875.5	456.5754	35.29541631	757.28	24181	237597
323.97	27.74	1026.39	12254.29548	8245.76397	2.5	137.13	1381.46	408.5	9441	15.852982	406.6	1295.6783	404	176.66	38.2842	2.592360207	53.79	6814	14013
3793	53.92	18021.86	17394.97641	13087.21945	3.4	2059.95	4376.06	6578.1	255984	283.672044	12151.5	18582.2428	7218211.048	2000.22	758.2992	61.47516604	699.49	37030	211885
2599.55	43.19	6790.32	13466.58773	10950.76476	2.1	743.86	2958.31	2907.2	115557	33.193671	4118.9	8754.2269	1296957.951	14.18	619.6549	16.32476368	349.29	27799	127743
588.43	50.3	2417.05	15812.70139	13611.34134	3.2	267.13	1515.16	691	36105	28.309444	2809.3	3210.6323	468848.7029	38.76	119.1779	3.726385212	101.65	6223	34546
667.88	55.23	2911.77	17329.09392	13815.63341	4	373.45	1138.49	789.6	44519	51.752761	3071.7	3505.4465	35201.81047	20.84	115.5232	12.18594521	123.23	4288	33804
2359.73	47.23	9324.8	16859.11462	12867.39913	2.9	1330.85	3804.87	2606	129592	48.2021	7913.9	10813.0306	30321.57409	555.89	477.2937	22.25017588	382.55	18798	150263
