1860	85	12153.03	26738.48	17893.3	1.44	2026.81	2319.37	5309.9	384290	625.2695	5256.2	4616.9	12362450.44	4356.68	361.3	88.89498655	881.55049	9734	90100
1228.16	78.01	7521.85	21402.01	14801.35	3.6	821.99	1124.28	2430.8	168290	548.5249	5459.9	4738.2	1054610.926	1182.64	250.2	26.07838291	364.06321	4238	46353
7034.4	43.74466875	17235.48	14718.25	9678.75	3.93	1067.12	2347.59	5764.9	345590	198.6817	9264.8	12269.8	172111.8021	307.81	1043.3	50.54731647	1149.27827	80963	232638
3427.36	45.99	7358.31	13996.55	9355.1	3.86	805.83	1561.7	2809	204990	101.135	4910.7	4943.2	162067.5318	377.94	352.1	36.06489448	599.00054	39917	144517
2458.223523	53.4	9740.25	15849.19	12369.87	3.97	850.86	1926.84	2855.3	138290	134.629395	7495.4	7336.8	147651.4601	558.31	360	12.06205282	542.20209	22677	87390
4341	60.35	15212.49	15761.38	12324.58	3.87	1591.22	2682.39	5812.6	368790	849.379692	9412	12292.5	1197095.444	1856.21	840.7	47.33737459	917.76886	34729	191492
2739.55	53.32	7278.75	14006.27	10914.44	3.95	487.09	1479.21	2957.3	117790	106.265979	6074.5	6411.6	197598.2822	242.94	426.6	21.61855494	504.31807	18543	108345
3826	55.5	8587	12565.98	9629.6	4.27	641.66	1877.74	3401.8	175590	108.718836	5027.8	5028.8	488550.0239	638.68	466.3	37.09935963	660.05151	21825	146572
2210.28	88.6	15046.45	28837.78	20992.35	4.26	2540.3	2989.65	5173.2	399290	1818.923756	6766	5043.8	4354108.435	4744.02	157	194.703139	840.01662	4460	99704
7810	55.6	34457.3	20551.72	13153	3.22	3228.78	4017.36	11484.1	861990	2394.724013	17571.9	18949.9	1082184.323	4016.01	1370.8	154.3436429	1658.54004	30571	250809
5275.5	57.9	22990.35	24610.81	16683.48	3.26	2142.51	2653.35	8622.3	685290	950.0046	10607.3	10742.3	564580.5124	3223.58	1103.2	111.3779127	1625.30118	29549	170199
6131	42.1	10062.82	14085.74	10233.98	3.92	863.92	2141.92	3527.8	242390	159.897065	4914.2	8990.7	356173.5973	565.84	1302.6	38.82378936	664.59975	24799	174483
3665.879167	55.1	12236.53	19576.83	13450.57	3.9	932.43	1411.82	4481	307590	653.559452	6819.7	6231.2	232594.4214	2599.23	465.7	57.23056141	941.9488	26613	104290
4432.1581	43.18	7655.18	14021.54	9739.99	3.44	581.3	1562.37	2484.4	184390	230.729553	4163.4	6643.1	97892.69988	289.75	790.1	32.25997872	560.42017	34005	115445
9470.3	48.32	33896.65	17811.04	12012.73	3.4	2198.63	3267.67	12363	773390	646.656716	18110	19034.5	719390.9783	1765.3	1601.3	83.25407821	1593.34909	63885	347052
9487	37.7	19480.46	14371.56	9566.99	3.5	1126.06	2905.76	6746.4	400490	190.854515	13304.1	13704.5	263046.0971	433.03	1615.1	58.78438598	1219.77259	75722	302378
5720	46	12961.1	14367.48	10294.07	4.21	814.87	2090.92	5928.4	345590	219.7563	6827	7866.9	770328.7286	510.2	938.9	45.51534158	796.26089	32790	187156
6406	43.2	13059.69	15084.31	10828.23	4.14	847.62	2210.44	4913.7	296990	158.158685	6773.4	7703.4	440432.3826	672.7	1233.4	42.09299008	858.30975	55200	212043
10130	63.4	39482.56	21574.72	16857.5	2.6	3649.81	4334.37	14891.8	802590	2343.125616	14949	12933.1	1709849.782	10028.13	1886.8	301.7788928	3847.33394	44314	271982
4856	39.2	7759.16	15451.48	10352.38	3.74	620.99	1621.82	2790.7	20290	149.783011	5795.8	5237.2	17661.81745	643.34	787.3	22.4726641	671.82321	32355	131569
864.07	49.13	1654.21	13750.85	10086.65	3.48	178.24	486.06	537.5	37390	162.319121	914.2	988.3	5556.268913	276.66	139.3	7.814360507	184.16785	4661	23526
2859	51.59	6530.01	15748.67	12144.06	3.96	655.17	1292.09	2479	177690	162.4732	3818.6	5214.3	383158.0918	537.21	410.1	25.2310708	465.65992	16497	92709
8185	38.7	14151.28	13839.4	10860.2	4.34	1174.59	3590.72	5758.7	352790	280.06075	7696.6	11371.9	545976.9435	288.56	1004.7	54.92536513	1118.14765	72914	275085
3537	29.89	3912.68	12862.53	9048.29	3.81	416.48	1372.27	1247.3	110090	21.373031	2100.5	2412	17806.1087	110.44	406.6	12.33555461	453.2391	24707	97527
4571	34	6169.75	14423.93	10201.81	4.26	698.25	1952.34	2051.1	170690	92.844356	3756.6	4526.4	102468.7071	1172.21	376.1	15.39526251	663.58305	22365	140187
295.84	22.3	441.36	13544.41	9034.31	3.8	30.09	470.13	156.6	15990	3.60026	380.6	378.3	186	78.73	30	1.712259822	51.28283	4959	8502
3726.667846	43.5	8169.8	14128.76	10705.67	3.94	735.27	1841.64	2699.7	206490	96.941824	5447.2	6246.9	698074.1056	771.07	680.6	30.88165946	715.68415	33928	134431
2554.91	34.89	3387.56	11929.78	8890.79	3.25	286.59	1246.28	1183	108190	22.581926	1916	2363	356286.9329	12.54	495.9	9.279427287	352.47449	25299	81520
557.3	41.9	1081.27	12691.85	8786.52	3.8	87.74	486.75	300.5	28090	16.6024	798.2	798.2	84967.21363	15.42	85.5	2.71891608	88.09985	5959	19223
625.2	46.1	1353.31	14024.7	10280	4.4	111.58	432.36	339.3	35790	13.792129	1308.8	1075.9	8982.2858	4.43	91.8	3.276966232	116.7146	4149	22142
2158.63	39.85	4277.05	12257.52	9327.55	3.84	388.78	1346.91	1177.5	96490	31.0129	2549.8	2725.5	12077.67045	136.63	386.7	14.02333804	448.61541	14244	107243
